isolate_number,isolate_id,species,run,rep,dose,a,b,fungicide,length_mm,control_mean,relative_growth
17,17PR004J.1,Pythium aphanidermatum,1,1,0,40.32,40.28,Azoxystrobin,36.3,35.32666666666667,102.75523683713908
17,17PR004J.1,Pythium aphanidermatum,1,2,0,38.7,38.63,Azoxystrobin,34.665000000000006,35.32666666666667,98.12700509530102
17,17PR004J.1,Pythium aphanidermatum,1,3,0,38.83,39.2,Azoxystrobin,35.015,35.32666666666667,99.11775806755992
17,17PR004J.1,Pythium aphanidermatum,1,1,0.01,29.13,28.96,Azoxystrobin,25.045,35.32666666666667,70.8954519720702
17,17PR004J.1,Pythium aphanidermatum,1,2,0.01,30.61,28,Azoxystrobin,25.305,35.32666666666667,71.63143989431968
17,17PR004J.1,Pythium aphanidermatum,1,3,0.01,27.22,26.93,Azoxystrobin,23.075,35.32666666666667,65.31892809964144
17,17PR004J.1,Pythium aphanidermatum,1,1,0.1,13.84,7.11,Azoxystrobin,6.475,35.32666666666667,18.32892998678996
17,17PR004J.1,Pythium aphanidermatum,1,2,0.1,10.19,10.17,Azoxystrobin,6.18,35.32666666666667,17.493866767314586
17,17PR004J.1,Pythium aphanidermatum,1,3,0.1,8.75,10.99,Azoxystrobin,5.870000000000001,35.32666666666667,16.61634270617098
17,17PR004J.1,Pythium aphanidermatum,1,1,0.5,7.84,4.67,Azoxystrobin,2.255,35.32666666666667,6.383279864125306
17,17PR004J.1,Pythium aphanidermatum,1,2,0.5,7.25,4.12,Azoxystrobin,1.6850000000000005,35.32666666666667,4.769767880732215
17,17PR004J.1,Pythium aphanidermatum,1,3,0.5,6.96,4.41,Azoxystrobin,1.6850000000000005,35.32666666666667,4.769767880732215
17,17PR004J.1,Pythium aphanidermatum,1,1,1,4.68,4.3,Azoxystrobin,0.4900000000000002,35.32666666666667,1.387054161162484
17,17PR004J.1,Pythium aphanidermatum,1,2,1,6.35,3.91,Azoxystrobin,1.13,35.32666666666667,3.1987167390073594
17,17PR004J.1,Pythium aphanidermatum,1,3,1,6.96,3.37,Azoxystrobin,1.165,35.32666666666667,3.2977920362332513
17,17PR004J.1,Pythium aphanidermatum,1,2,10,4.77,4.26,Azoxystrobin,0.5149999999999997,35.32666666666667,1.457822230609548
17,17PR004J.1,Pythium aphanidermatum,2,1,0,38.19,39.48,Azoxystrobin,34.834999999999994,36.6,95.17759562841528
17,17PR004J.1,Pythium aphanidermatum,2,2,0,41.13,42.11,Azoxystrobin,37.620000000000005,36.6,102.78688524590164
17,17PR004J.1,Pythium aphanidermatum,2,3,0,40.46,42.23,Azoxystrobin,37.345,36.6,102.03551912568305
17,17PR004J.1,Pythium aphanidermatum,2,1,0.01,28.45,28.44,Azoxystrobin,24.445,36.6,66.7896174863388
17,17PR004J.1,Pythium aphanidermatum,2,2,0.01,30.26,30.29,Azoxystrobin,26.275,36.6,71.78961748633878
17,17PR004J.1,Pythium aphanidermatum,2,3,0.01,31.27,31.53,Azoxystrobin,27.4,36.6,74.86338797814207
17,17PR004J.1,Pythium aphanidermatum,2,1,0.1,16.43,16.72,Azoxystrobin,12.575,36.6,34.357923497267755
17,17PR004J.1,Pythium aphanidermatum,2,2,0.1,17.82,15.39,Azoxystrobin,12.605,36.6,34.439890710382514
17,17PR004J.1,Pythium aphanidermatum,2,3,0.1,16.4,15.35,Azoxystrobin,11.875,36.6,32.44535519125683
17,17PR004J.1,Pythium aphanidermatum,2,1,0.5,6.15,7.19,Azoxystrobin,2.67,36.6,7.295081967213115
17,17PR004J.1,Pythium aphanidermatum,2,2,0.5,7.78,7.67,Azoxystrobin,3.7249999999999996,36.6,10.177595628415299
17,17PR004J.1,Pythium aphanidermatum,2,3,0.5,7.03,7.61,Azoxystrobin,3.3200000000000003,36.6,9.07103825136612
17,17PR004J.1,Pythium aphanidermatum,2,1,1,4.32,4,Azoxystrobin,0.16000000000000014,36.6,0.43715846994535557
17,17PR004J.1,Pythium aphanidermatum,2,3,1,5.34,3.71,Azoxystrobin,0.5250000000000004,36.6,1.4344262295081975
17,17PR004J.1,Pythium aphanidermatum,2,1,10,0,0,Azoxystrobin,0,36.6,0
17,17PR004J.1,Pythium aphanidermatum,2,2,10,0,0,Azoxystrobin,0,36.6,0
17,17PR004J.1,Pythium aphanidermatum,2,3,10,0,0,Azoxystrobin,0,36.6,0
18,17PR011G.1,Pythium aphanidermatum,1,1,0,40.92,42.96,Azoxystrobin,37.94,37.07333333333333,102.33770904513577
18,17PR011G.1,Pythium aphanidermatum,1,2,0,42.32,40.34,Azoxystrobin,37.33,37.07333333333333,100.6923215249056
18,17PR011G.1,Pythium aphanidermatum,1,3,0,40.37,39.53,Azoxystrobin,35.95,37.07333333333333,96.96996942995865
18,17PR011G.1,Pythium aphanidermatum,1,1,0.01,28.79,28.56,Azoxystrobin,24.674999999999997,37.07333333333333,66.55727387160583
18,17PR011G.1,Pythium aphanidermatum,1,2,0.01,29.11,28.35,Azoxystrobin,24.73,37.07333333333333,66.7056284840856
18,17PR011G.1,Pythium aphanidermatum,1,3,0.01,30.99,28.23,Azoxystrobin,25.61,37.07333333333333,69.0793022837619
18,17PR011G.1,Pythium aphanidermatum,1,1,0.1,12.27,11.18,Azoxystrobin,7.725,37.07333333333333,20.837079661931305
18,17PR011G.1,Pythium aphanidermatum,1,2,0.1,11.99,10.55,Azoxystrobin,7.27,37.07333333333333,19.60978241323503
18,17PR011G.1,Pythium aphanidermatum,1,3,0.1,13.63,11.44,Azoxystrobin,8.535,37.07333333333333,23.021938500269737
18,17PR011G.1,Pythium aphanidermatum,1,1,0.5,5.92,4.48,Azoxystrobin,1.2000000000000002,37.07333333333333,3.236827908649524
18,17PR011G.1,Pythium aphanidermatum,1,2,0.5,4.17,4.57,Azoxystrobin,0.3700000000000001,37.07333333333333,0.9980219385002702
18,17PR011G.1,Pythium aphanidermatum,1,3,0.5,5.17,4.96,Azoxystrobin,1.0649999999999995,37.07333333333333,2.872684768926451
18,17PR011G.1,Pythium aphanidermatum,1,1,1,0,0,Azoxystrobin,0,37.07333333333333,0
18,17PR011G.1,Pythium aphanidermatum,1,3,1,0,0,Azoxystrobin,0,37.07333333333333,0
18,17PR011G.1,Pythium aphanidermatum,1,1,10,0,0,Azoxystrobin,0,37.07333333333333,0
18,17PR011G.1,Pythium aphanidermatum,1,2,10,0,0,Azoxystrobin,0,37.07333333333333,0
18,17PR011G.1,Pythium aphanidermatum,1,3,10,0,0,Azoxystrobin,0,37.07333333333333,0
18,17PR011G.1,Pythium aphanidermatum,2,1,0,37.68,39.64,Azoxystrobin,34.66,33.57333333333333,103.23669579030977
18,17PR011G.1,Pythium aphanidermatum,2,2,0,37.83,37.81,Azoxystrobin,33.82,33.57333333333333,100.73471008737094
18,17PR011G.1,Pythium aphanidermatum,2,3,0,35.42,37.06,Azoxystrobin,32.24,33.57333333333333,96.0285941223193
18,17PR011G.1,Pythium aphanidermatum,2,1,0.01,28.58,26.68,Azoxystrobin,23.63,33.57333333333333,70.38324066719619
18,17PR011G.1,Pythium aphanidermatum,2,2,0.01,32.8,26.34,Azoxystrobin,25.57,33.57333333333333,76.1616362192216
18,17PR011G.1,Pythium aphanidermatum,2,3,0.01,27.09,27.99,Azoxystrobin,23.54,33.57333333333333,70.11517077045274
18,17PR011G.1,Pythium aphanidermatum,2,1,0.1,16.74,16.73,Azoxystrobin,12.735,33.57333333333333,37.931890389197775
18,17PR011G.1,Pythium aphanidermatum,2,2,0.1,20.98,16.54,Azoxystrobin,14.759999999999998,33.57333333333333,43.96346306592533
18,17PR011G.1,Pythium aphanidermatum,2,3,0.1,13.49,2.82,Azoxystrobin,4.154999999999999,33.57333333333333,12.375893566322477
18,17PR011G.1,Pythium aphanidermatum,2,1,0.5,6.46,6.76,Azoxystrobin,2.6099999999999994,33.57333333333333,7.774027005559968
18,17PR011G.1,Pythium aphanidermatum,2,2,0.5,6.7,5.54,Azoxystrobin,2.12,33.57333333333333,6.314535345512312
18,17PR011G.1,Pythium aphanidermatum,2,3,0.5,6.23,4.68,Azoxystrobin,1.455,33.57333333333333,4.333796664019063
18,17PR011G.1,Pythium aphanidermatum,2,1,1,5.2,4.99,Azoxystrobin,1.0950000000000006,33.57333333333333,3.2615170770452764
18,17PR011G.1,Pythium aphanidermatum,2,2,1,4.81,4.41,Azoxystrobin,0.6099999999999994,33.57333333333333,1.816918189038918
18,17PR011G.1,Pythium aphanidermatum,2,3,1,0,0,Azoxystrobin,0,33.57333333333333,0
18,17PR011G.1,Pythium aphanidermatum,2,1,10,0,0,Azoxystrobin,0,33.57333333333333,0
18,17PR011G.1,Pythium aphanidermatum,2,2,10,0,0,Azoxystrobin,0,33.57333333333333,0
18,17PR011G.1,Pythium aphanidermatum,2,3,37.83,37.81,0,Azoxystrobin,14.905000000000001,33.57333333333333,44.39535345512312
19,17PR011J.1,Pythium aphanidermatum,1,1,0,46.22,46.23,Azoxystrobin,42.224999999999994,39.21333333333333,107.68021081264875
19,17PR011J.1,Pythium aphanidermatum,1,2,0,41.25,41.2,Azoxystrobin,37.225,39.21333333333333,94.92944576674601
19,17PR011J.1,Pythium aphanidermatum,1,3,0,42.2,42.18,Azoxystrobin,38.19,39.21333333333333,97.39034342060523
19,17PR011J.1,Pythium aphanidermatum,1,1,0.01,27,27.02,Azoxystrobin,23.009999999999998,39.21333333333333,58.67902074124447
19,17PR011J.1,Pythium aphanidermatum,1,2,0.01,28.33,29.48,Azoxystrobin,24.905,39.21333333333333,63.51156069364162
19,17PR011J.1,Pythium aphanidermatum,1,3,0.01,28.25,28.88,Azoxystrobin,24.564999999999998,39.21333333333333,62.644508670520224
19,17PR011J.1,Pythium aphanidermatum,1,1,0.1,15.884,16.75,Azoxystrobin,12.317,39.21333333333333,31.41023461407685
19,17PR011J.1,Pythium aphanidermatum,1,2,0.1,14.96,16.52,Azoxystrobin,11.74,39.21333333333333,29.93879632777967
19,17PR011J.1,Pythium aphanidermatum,1,3,0.1,16.7,16.8,Azoxystrobin,12.75,39.21333333333333,32.51445086705203
19,17PR011J.1,Pythium aphanidermatum,1,1,0.5,4.7,5.36,Azoxystrobin,1.0300000000000002,39.21333333333333,2.626657599455968
19,17PR011J.1,Pythium aphanidermatum,1,2,0.5,5.14,5.54,Azoxystrobin,1.3399999999999999,39.21333333333333,3.4172050323019376
19,17PR011J.1,Pythium aphanidermatum,1,3,0.5,5.37,5.4,Azoxystrobin,1.3849999999999998,39.21333333333333,3.5319619177150625
19,17PR011J.1,Pythium aphanidermatum,1,1,1,4.2,4.18,Azoxystrobin,0.1899999999999995,39.21333333333333,0.48452907174430343
19,17PR011J.1,Pythium aphanidermatum,1,2,1,4.7,4.51,Azoxystrobin,0.6050000000000004,39.21333333333333,1.5428425705542343
19,17PR011J.1,Pythium aphanidermatum,1,3,1,0,0,Azoxystrobin,0,39.21333333333333,0
19,17PR011J.1,Pythium aphanidermatum,1,1,10,0,0,Azoxystrobin,0,39.21333333333333,0
19,17PR011J.1,Pythium aphanidermatum,1,2,10,0,0,Azoxystrobin,0,39.21333333333333,0
19,17PR011J.1,Pythium aphanidermatum,1,3,10,0,0,Azoxystrobin,0,39.21333333333333,0
19,17PR011J.1,Pythium aphanidermatum,2,1,0,38.96,40.29,Azoxystrobin,35.625,34.92,102.0189003436426
19,17PR011J.1,Pythium aphanidermatum,2,2,0,39.85,39.84,Azoxystrobin,35.845,34.92,102.64891179839633
19,17PR011J.1,Pythium aphanidermatum,2,3,0,37.99,36.59,Azoxystrobin,33.290000000000006,34.92,95.33218785796107
19,17PR011J.1,Pythium aphanidermatum,2,1,0.01,28.95,28.93,Azoxystrobin,24.939999999999998,34.92,71.42038946162657
19,17PR011J.1,Pythium aphanidermatum,2,2,0.01,29.45,29.47,Azoxystrobin,25.46,34.92,72.90950744558991
19,17PR011J.1,Pythium aphanidermatum,2,3,0.01,27.72,26.57,Azoxystrobin,23.145,34.92,66.28006872852234
19,17PR011J.1,Pythium aphanidermatum,2,1,0.1,17.46,17.5,Azoxystrobin,13.48,34.92,38.60252004581902
19,17PR011J.1,Pythium aphanidermatum,2,2,0.1,20.38,17.84,Azoxystrobin,15.11,34.92,43.27033218785796
19,17PR011J.1,Pythium aphanidermatum,2,3,0.1,16.93,16.97,Azoxystrobin,12.95,34.92,37.084765177548675
19,17PR011J.1,Pythium aphanidermatum,2,1,0.5,9.69,5.53,Azoxystrobin,3.6099999999999994,34.92,10.33791523482245
19,17PR011J.1,Pythium aphanidermatum,2,2,0.5,7.88,6.01,Azoxystrobin,2.9450000000000003,34.92,8.43356242840779
19,17PR011J.1,Pythium aphanidermatum,2,3,0.5,5.07,4.79,Azoxystrobin,0.9299999999999997,34.92,2.6632302405498276
19,17PR011J.1,Pythium aphanidermatum,2,1,1,0,0,Azoxystrobin,0,34.92,0
19,17PR011J.1,Pythium aphanidermatum,2,2,1,4.17,3.96,Azoxystrobin,0.0649999999999995,34.92,0.18613974799541666
19,17PR011J.1,Pythium aphanidermatum,2,3,1,4.44,4,Azoxystrobin,0.22000000000000064,34.92,0.6300114547537247
19,17PR011J.1,Pythium aphanidermatum,2,1,10,0,0,Azoxystrobin,0,34.92,0
19,17PR011J.1,Pythium aphanidermatum,2,2,10,0,0,Azoxystrobin,0,34.92,0
19,17PR011J.1,Pythium aphanidermatum,2,3,10,0,0,Azoxystrobin,0,34.92,0
20,16PR008B.1,Pythium torulosum,1,1,0,43.06,42.23,Azoxystrobin,38.644999999999996,37.629999999999995,102.6973159712995
20,16PR008B.1,Pythium torulosum,1,2,0,41.25,41.23,Azoxystrobin,37.239999999999995,37.629999999999995,98.96359287802285
20,16PR008B.1,Pythium torulosum,1,3,0,40.43,41.58,Azoxystrobin,37.004999999999995,37.629999999999995,98.33909115067765
20,16PR008B.1,Pythium torulosum,1,1,0.01,31.74,30.63,Azoxystrobin,27.185,37.629999999999995,72.2428913101249
20,16PR008B.1,Pythium torulosum,1,2,0.01,31.98,31.99,Azoxystrobin,27.985,37.629999999999995,74.36885463725751
20,16PR008B.1,Pythium torulosum,1,3,0.01,32.74,32.19,Azoxystrobin,28.465000000000003,37.629999999999995,75.64443263353708
20,16PR008B.1,Pythium torulosum,1,1,0.1,7.69,7.89,Azoxystrobin,3.79,37.629999999999995,10.071751262290727
20,16PR008B.1,Pythium torulosum,1,2,0.1,12.23,10.2,Azoxystrobin,7.215,37.629999999999995,19.1735317565772
20,16PR008B.1,Pythium torulosum,1,3,0.1,10.43,10.42,Azoxystrobin,6.425000000000001,37.629999999999995,17.074142971033755
20,16PR008B.1,Pythium torulosum,1,1,0.5,5.46,4.04,Azoxystrobin,0.75,37.629999999999995,1.9930906191868194
20,16PR008B.1,Pythium torulosum,1,2,0.5,4.53,4.21,Azoxystrobin,0.3700000000000001,37.629999999999995,0.983258038798831
20,16PR008B.1,Pythium torulosum,1,3,0.5,5.19,4.14,Azoxystrobin,0.665,37.629999999999995,1.7672070156789799
20,16PR008B.1,Pythium torulosum,1,2,1,0,0,Azoxystrobin,0,37.629999999999995,0
20,16PR008B.1,Pythium torulosum,1,3,1,0,0,Azoxystrobin,0,37.629999999999995,0
20,16PR008B.1,Pythium torulosum,1,1,10,0,0,Azoxystrobin,0,37.629999999999995,0
20,16PR008B.1,Pythium torulosum,1,2,10,0,0,Azoxystrobin,0,37.629999999999995,0
20,16PR008B.1,Pythium torulosum,1,3,10,0,0,Azoxystrobin,0,37.629999999999995,0
20,16PR008B.1,Pythium torulosum,2,1,0,42.5,43.25,Azoxystrobin,38.875,38.985,99.71784019494677
20,16PR008B.1,Pythium torulosum,2,2,0,43.4,43.51,Azoxystrobin,39.455,38.985,101.20559189431833
20,16PR008B.1,Pythium torulosum,2,3,0,43.46,41.79,Azoxystrobin,38.625,38.985,99.07656791073491
20,16PR008B.1,Pythium torulosum,2,1,0.01,32.42,32.79,Azoxystrobin,28.605000000000004,38.985,73.37437475952291
20,16PR008B.1,Pythium torulosum,2,2,0.01,34.05,34.45,Azoxystrobin,30.25,38.985,77.59394638963704
20,16PR008B.1,Pythium torulosum,2,3,0.01,31.8,31.81,Azoxystrobin,27.805,38.985,71.32230345004488
20,16PR008B.1,Pythium torulosum,2,1,0.1,12.78,14.35,Azoxystrobin,9.565,38.985,24.53507759394639
20,16PR008B.1,Pythium torulosum,2,2,0.1,11.71,11.7,Azoxystrobin,7.705,38.985,19.76401179941003
20,16PR008B.1,Pythium torulosum,2,3,0.1,12.81,9.71,Azoxystrobin,7.260000000000002,38.985,18.622547133512892
20,16PR008B.1,Pythium torulosum,2,1,0.5,9.04,9.29,Azoxystrobin,5.164999999999999,38.985,13.248685391817364
20,16PR008B.1,Pythium torulosum,2,2,0.5,8.79,8.29,Azoxystrobin,4.539999999999999,38.985,11.645504681287672
20,16PR008B.1,Pythium torulosum,2,3,0.5,8.74,5.92,Azoxystrobin,3.33,38.985,8.541746825702193
20,16PR008B.1,Pythium torulosum,2,1,1,3.85,6.24,Azoxystrobin,1.045,38.985,2.680518148005643
20,16PR008B.1,Pythium torulosum,2,2,1,7.67,6.91,Azoxystrobin,3.29,38.985,8.439143260228294
20,16PR008B.1,Pythium torulosum,2,3,1,5.23,5.11,Azoxystrobin,1.17,38.985,3.001154290111581
20,16PR008B.1,Pythium torulosum,2,1,10,0,0,Azoxystrobin,0,38.985,0
20,16PR008B.1,Pythium torulosum,2,2,10,0,0,Azoxystrobin,0,38.985,0
20,16PR008B.1,Pythium torulosum,2,3,10,0,0,Azoxystrobin,0,38.985,0
21,17PR008H.2,Pythium torulosum,1,1,0,41.43,42.16,Azoxystrobin,37.795,36.62833333333334,103.18514810938709
21,17PR008H.2,Pythium torulosum,1,2,0,39.19,39.49,Azoxystrobin,35.34,36.62833333333334,96.48268644491968
21,17PR008H.2,Pythium torulosum,1,3,0,41,40.5,Azoxystrobin,36.75,36.62833333333334,100.3321654456932
21,17PR008H.2,Pythium torulosum,1,1,0.01,31.51,30.17,Azoxystrobin,26.840000000000003,36.62833333333334,73.27660736224234
21,17PR008H.2,Pythium torulosum,1,2,0.01,29.67,30.29,Azoxystrobin,25.98,36.62833333333334,70.92869818446556
21,17PR008H.2,Pythium torulosum,1,3,0.01,31.74,31.74,Azoxystrobin,27.74,36.62833333333334,75.73372161805523
21,17PR008H.2,Pythium torulosum,1,1,0.1,17.8,14.88,Azoxystrobin,12.34,36.62833333333334,33.68976657414569
21,17PR008H.2,Pythium torulosum,1,2,0.1,15.14,14.09,Azoxystrobin,10.615,36.62833333333334,28.980297583837643
21,17PR008H.2,Pythium torulosum,1,3,0.1,16.09,14.97,Azoxystrobin,11.530000000000001,36.62833333333334,31.47836374391409
21,17PR008H.2,Pythium torulosum,1,1,0.5,10,10.94,Azoxystrobin,6.469999999999999,36.62833333333334,17.663921372343808
21,17PR008H.2,Pythium torulosum,1,2,0.5,11.04,10.19,Azoxystrobin,6.614999999999998,36.62833333333334,18.059789780224776
21,17PR008H.2,Pythium torulosum,1,3,0.5,8.71,8.09,Azoxystrobin,4.4,36.62833333333334,12.012558583974155
21,17PR008H.2,Pythium torulosum,1,2,1,9.19,9.12,Azoxystrobin,5.154999999999999,36.62833333333334,14.073804431906082
21,17PR008H.2,Pythium torulosum,1,3,1,5.79,4.88,Azoxystrobin,1.335,36.62833333333334,3.6447194794557944
21,17PR008H.2,Pythium torulosum,1,1,10,0,0,Azoxystrobin,0,36.62833333333334,0
21,17PR008H.2,Pythium torulosum,1,2,10,0,0,Azoxystrobin,0,36.62833333333334,0
21,17PR008H.2,Pythium torulosum,1,3,10,0,0,Azoxystrobin,0,36.62833333333334,0
21,17PR008H.2,Pythium torulosum,2,1,0,39.5,39.84,Azoxystrobin,35.67,36.34166666666667,98.15180004586104
21,17PR008H.2,Pythium torulosum,2,2,0,41.27,40.72,Azoxystrobin,36.995000000000005,36.34166666666667,101.79775280898878
21,17PR008H.2,Pythium torulosum,2,3,0,40.38,40.34,Azoxystrobin,36.36,36.34166666666667,100.05044714515019
21,17PR008H.2,Pythium torulosum,2,1,0.01,29.62,29.59,Azoxystrobin,25.605,36.34166666666667,70.45631735840404
21,17PR008H.2,Pythium torulosum,2,2,0.01,32.14,30.62,Azoxystrobin,27.380000000000003,36.34166666666667,75.34051822976382
21,17PR008H.2,Pythium torulosum,2,3,0.01,29.21,28.48,Azoxystrobin,24.845,36.34166666666667,68.36505388672323
21,17PR008H.2,Pythium torulosum,2,1,0.1,9.17,9.96,Azoxystrobin,5.565000000000001,36.34166666666667,15.313001605136439
21,17PR008H.2,Pythium torulosum,2,2,0.1,10.83,11.8,Azoxystrobin,7.315000000000001,36.34166666666667,20.128410914927773
21,17PR008H.2,Pythium torulosum,2,3,0.1,13.04,11.24,Azoxystrobin,8.14,36.34166666666667,22.398532446686538
21,17PR008H.2,Pythium torulosum,2,1,0.5,7.3,6,Azoxystrobin,2.6500000000000004,36.34166666666667,7.291905526255446
21,17PR008H.2,Pythium torulosum,2,2,0.5,8.04,4.79,Azoxystrobin,2.414999999999999,36.34166666666667,6.645264847512037
21,17PR008H.2,Pythium torulosum,2,3,0.5,4.79,3.92,Azoxystrobin,0.3550000000000004,36.34166666666667,0.9768401742719571
21,17PR008H.2,Pythium torulosum,2,1,1,4.11,4.1,Azoxystrobin,0.10500000000000043,36.34166666666667,0.28892455858748106
21,17PR008H.2,Pythium torulosum,2,2,1,0,0,Azoxystrobin,0,36.34166666666667,0
21,17PR008H.2,Pythium torulosum,2,1,10,0,0,Azoxystrobin,0,36.34166666666667,0
21,17PR008H.2,Pythium torulosum,2,2,10,0,0,Azoxystrobin,0,36.34166666666667,0
21,17PR008H.2,Pythium torulosum,2,3,10,0,0,Azoxystrobin,0,36.34166666666667,0
22,17PR013G.1,Pythium torulosum,1,1,0,39.66,39.3,Azoxystrobin,35.48,34.67166666666667,102.33139451040714
22,17PR013G.1,Pythium torulosum,1,2,0,37.48,37.57,Azoxystrobin,33.525,34.67166666666667,96.69278469451521
22,17PR013G.1,Pythium torulosum,1,3,0,39.14,38.88,Azoxystrobin,35.010000000000005,34.67166666666667,100.97582079507765
22,17PR013G.1,Pythium torulosum,1,1,0.01,30.55,30.53,Azoxystrobin,26.54,34.67166666666667,76.5466519252031
22,17PR013G.1,Pythium torulosum,1,2,0.01,29.94,28.38,Azoxystrobin,25.16,34.67166666666667,72.56645676104408
22,17PR013G.1,Pythium torulosum,1,3,0.01,29.68,28.83,Azoxystrobin,25.255,34.67166666666667,72.8404557035043
22,17PR013G.1,Pythium torulosum,1,1,0.1,13.63,15.83,Azoxystrobin,10.73,34.67166666666667,30.94745950103351
22,17PR013G.1,Pythium torulosum,1,2,0.1,13.14,13.65,Azoxystrobin,9.395,34.67166666666667,27.0970533096188
22,17PR013G.1,Pythium torulosum,1,3,0.1,13.97,13.33,Azoxystrobin,9.65,34.67166666666667,27.83252415516993
22,17PR013G.1,Pythium torulosum,1,1,0.5,5.82,4.47,Azoxystrobin,1.1449999999999996,34.67166666666667,3.3024083064942547
22,17PR013G.1,Pythium torulosum,1,2,0.5,6.49,6.13,Azoxystrobin,2.3100000000000005,34.67166666666667,6.662500600874875
22,17PR013G.1,Pythium torulosum,1,3,0.5,6.35,4.86,Azoxystrobin,1.6050000000000004,34.67166666666667,4.629140027880595
22,17PR013G.1,Pythium torulosum,1,1,1,0,0,Azoxystrobin,0,34.67166666666667,0
22,17PR013G.1,Pythium torulosum,1,2,1,5.2,4.47,Azoxystrobin,0.835,34.67166666666667,2.408306494255636
22,17PR013G.1,Pythium torulosum,1,3,1,4.09,4.34,Azoxystrobin,0.21499999999999986,34.67166666666667,0.6201028697783969
22,17PR013G.1,Pythium torulosum,1,1,10,0,0,Azoxystrobin,0,34.67166666666667,0
22,17PR013G.1,Pythium torulosum,1,2,10,0,0,Azoxystrobin,0,34.67166666666667,0
22,17PR013G.1,Pythium torulosum,1,3,10,0,0,Azoxystrobin,0,34.67166666666667,0
22,17PR013G.1,Pythium torulosum,2,1,0,40.37,40.7,Azoxystrobin,36.535,37.74166666666667,96.80282623095606
22,17PR013G.1,Pythium torulosum,2,2,0,42.74,42.37,Azoxystrobin,38.555,37.74166666666667,102.15500110399647
22,17PR013G.1,Pythium torulosum,2,3,0,42.19,42.08,Azoxystrobin,38.135,37.74166666666667,101.04217266504747
22,17PR013G.1,Pythium torulosum,2,1,0.01,31.56,29.95,Azoxystrobin,26.755,37.74166666666667,70.88982115257231
22,17PR013G.1,Pythium torulosum,2,2,0.01,31.7,31.58,Azoxystrobin,27.64,37.74166666666667,73.23470964892913
22,17PR013G.1,Pythium torulosum,2,3,0.01,33.36,32.04,Azoxystrobin,28.700000000000003,37.74166666666667,76.0432766615147
22,17PR013G.1,Pythium torulosum,2,1,0.1,14.61,13.83,Azoxystrobin,10.219999999999999,37.74166666666667,27.078825347758883
22,17PR013G.1,Pythium torulosum,2,2,0.1,14.52,15.04,Azoxystrobin,10.78,37.74166666666667,28.56259659969088
22,17PR013G.1,Pythium torulosum,2,3,0.1,12.93,13.29,Azoxystrobin,9.11,37.74166666666667,24.13777875910797
22,17PR013G.1,Pythium torulosum,2,1,0.5,6.93,7.99,Azoxystrobin,3.46,37.74166666666667,9.167586663722675
22,17PR013G.1,Pythium torulosum,2,2,0.5,11.6,11.59,Azoxystrobin,7.594999999999999,37.74166666666667,20.12364760432766
22,17PR013G.1,Pythium torulosum,2,3,0.5,6.32,5.96,Azoxystrobin,2.1400000000000006,37.74166666666667,5.670125855597263
22,17PR013G.1,Pythium torulosum,2,1,1,0,0,Azoxystrobin,0,37.74166666666667,0
22,17PR013G.1,Pythium torulosum,2,2,1,0,0,Azoxystrobin,0,37.74166666666667,0
22,17PR013G.1,Pythium torulosum,2,3,1,0,0,Azoxystrobin,0,37.74166666666667,0
22,17PR013G.1,Pythium torulosum,2,1,10,0,0,Azoxystrobin,0,37.74166666666667,0
22,17PR013G.1,Pythium torulosum,2,2,10,0,0,Azoxystrobin,0,37.74166666666667,0
22,17PR013G.1,Pythium torulosum,2,3,10,0,0,Azoxystrobin,0,37.74166666666667,0
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0,46.16,43.14,Azoxystrobin,40.65,39.233333333333334,103.6108751062022
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0,42.99,42.51,Azoxystrobin,38.75,39.233333333333334,98.76805437553101
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0,41.43,43.17,Azoxystrobin,38.3,39.233333333333334,97.62107051826678
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0.01,40.91,40.32,Azoxystrobin,36.614999999999995,39.233333333333334,93.32625318606625
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0.01,40.15,40.64,Azoxystrobin,36.394999999999996,39.233333333333334,92.76550552251486
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0.01,40.16,39.42,Azoxystrobin,35.79,39.233333333333334,91.22344944774851
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0.1,36.61,35.25,Azoxystrobin,31.93,39.233333333333334,81.38487680543754
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0.1,34.7,35.73,Azoxystrobin,31.215000000000003,39.233333333333334,79.5624468988955
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0.1,35.64,34.26,Azoxystrobin,30.950000000000003,39.233333333333334,78.88700084961768
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0.5,31.95,31.91,Azoxystrobin,27.93,39.233333333333334,71.1894647408666
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0.5,31.93,29.63,Azoxystrobin,26.78,39.233333333333334,68.25828377230246
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0.5,28.64,31.46,Azoxystrobin,26.05,39.233333333333334,66.39762107051827
