isolate_number,isolate_id,species,run,rep,dose,a,b,fungicide,length_mm,control_mean,relative_growth
22,17PR013G.1,Pythium torulosum,2,2,0.01,32.39,31.87,Mefenoxam,28.130000000000003,29.081666666666667,96.7276061665425
22,17PR013G.1,Pythium torulosum,2,3,0.01,30.96,29.95,Mefenoxam,26.455,29.081666666666667,90.96796378015931
22,17PR013G.1,Pythium torulosum,2,1,0.1,34.74,34.49,Mefenoxam,30.615000000000002,29.081666666666667,105.2725084532065
22,17PR013G.1,Pythium torulosum,2,2,0.1,33.31,32.98,Mefenoxam,29.144999999999996,29.081666666666667,100.21777752306721
22,17PR013G.1,Pythium torulosum,2,3,0.1,32.82,32.6,Mefenoxam,28.71,29.081666666666667,98.72198979884234
22,17PR013G.1,Pythium torulosum,2,1,0.5,28.7,27.9,Mefenoxam,24.299999999999997,29.081666666666667,83.55779700842454
22,17PR013G.1,Pythium torulosum,2,2,0.5,25.96,25.96,Mefenoxam,21.96,29.081666666666667,75.51149062983552
22,17PR013G.1,Pythium torulosum,2,3,0.5,23.12,23.19,Mefenoxam,19.155,29.081666666666667,65.86623875293714
22,17PR013G.1,Pythium torulosum,2,1,1,19.73,19.21,Mefenoxam,15.469999999999999,29.081666666666667,53.19502550289415
22,17PR013G.1,Pythium torulosum,2,2,1,18.55,18.79,Mefenoxam,14.670000000000002,29.081666666666667,50.44415152730816
22,17PR013G.1,Pythium torulosum,2,3,1,18.39,18.37,Mefenoxam,14.380000000000003,29.081666666666667,49.446959711158236
22,17PR013G.1,Pythium torulosum,2,1,10,13.34,13.08,Mefenoxam,9.21,29.081666666666667,31.66943664393375
22,17PR013G.1,Pythium torulosum,2,2,10,10.69,10.06,Mefenoxam,6.375,29.081666666666667,21.921026992950885
22,17PR013G.1,Pythium torulosum,2,3,10,9.3,9.37,Mefenoxam,5.335000000000001,29.081666666666667,18.3448908246891
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0,42.8,42.75,Mefenoxam,38.775,38.95,99.55070603337612
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0,43.75,41.78,Mefenoxam,38.765,38.95,99.52503209242619
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0,42.88,43.74,Mefenoxam,39.31,38.95,100.9242618741977
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0.01,44.93,43.19,Mefenoxam,40.06,38.95,102.84980744544288
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0.01,39.85,40.06,Mefenoxam,35.955,38.95,92.31065468549421
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0.01,41.32,41.32,Mefenoxam,37.32,38.95,95.81514762516046
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0.1,29.54,31.46,Mefenoxam,26.5,38.95,68.0359435173299
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0.1,30.94,28.99,Mefenoxam,25.965,38.95,66.66238767650835
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0.1,32.41,33.56,Mefenoxam,28.985,38.95,74.41591784338895
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0.5,22.25,22.24,Mefenoxam,18.244999999999997,38.95,46.84210526315788
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0.5,23.83,22.82,Mefenoxam,19.325,38.95,49.61489088575096
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0.5,23.13,21.33,Mefenoxam,18.229999999999997,38.95,46.80359435173298
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,1,10.44,10.44,Mefenoxam,6.4399999999999995,38.95,16.534017971758665
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,1,10.44,10.8,Mefenoxam,6.620000000000001,38.95,16.99614890885751
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,1,12.94,12.95,Mefenoxam,8.945,38.95,22.965340179717586
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,10,8.1,8.11,Mefenoxam,4.105,38.95,10.539152759948653
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,10,9.7,9.4,Mefenoxam,5.550000000000001,38.95,14.249037227214378
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,10,10.24,10.83,Mefenoxam,6.535,38.95,16.777920410783054
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,0,46.12,46.14,Mefenoxam,42.129999999999995,43.54333333333333,96.75419122713006
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,0,49,48,Mefenoxam,44.5,43.54333333333333,102.19704508918319
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,0,48,48,Mefenoxam,44,43.54333333333333,101.04876368368676
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,0.01,43.49,43.79,Mefenoxam,39.64,43.54333333333333,91.0357498277578
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,0.01,45.34,45.54,Mefenoxam,41.44,43.54333333333333,95.16956288754498
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,0.01,47.91,47.95,Mefenoxam,43.93,43.54333333333333,100.88800428691727
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,0.1,37.08,37.1,Mefenoxam,33.09,43.54333333333333,75.99326341575443
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,0.1,32.3,33.01,Mefenoxam,28.655,43.54333333333333,65.808007349001
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,0.1,31.91,31.93,Mefenoxam,27.92,43.54333333333333,64.12003368292125
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,0.5,24.4,23.67,Mefenoxam,20.035,43.54333333333333,46.01163591824237
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,0.5,23.61,25,Mefenoxam,20.305,43.54333333333333,46.631707877210445
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,0.5,19.83,20.63,Mefenoxam,16.229999999999997,43.54333333333333,37.27321442241445
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,1,11.65,11.77,Mefenoxam,7.710000000000001,43.54333333333333,17.706499272755114
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,1,12.86,12.29,Mefenoxam,8.575,43.54333333333333,19.693026104263954
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,1,13.33,13.96,Mefenoxam,9.645,43.54333333333333,22.150348312026335
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,10,5.95,6.84,Mefenoxam,2.3949999999999996,43.54333333333333,5.500267932327948
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,10,6.69,8.83,Mefenoxam,3.76,43.54333333333333,8.635076169333232
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,10,7.95,7.34,Mefenoxam,3.6449999999999996,43.54333333333333,8.370971446069051
25,16PR014C.1,Pythium vexans,1,1,0,36.48,34.72,Mefenoxam,31.599999999999994,32.41,97.50077136686207
25,16PR014C.1,Pythium vexans,1,2,0,37.17,37.16,Mefenoxam,33.165,32.41,102.32952792348043
25,16PR014C.1,Pythium vexans,1,3,0,35.48,37.45,Mefenoxam,32.465,32.41,100.16970070965753
25,16PR014C.1,Pythium vexans,1,1,0.01,37.57,25.59,Mefenoxam,27.58,32.41,85.09719222462203
25,16PR014C.1,Pythium vexans,1,2,0.01,34.79,35.32,Mefenoxam,31.055,32.41,95.81919160752855
25,16PR014C.1,Pythium vexans,1,3,0.01,35.14,34.85,Mefenoxam,30.995000000000005,32.41,95.63406356062946
25,16PR014C.1,Pythium vexans,1,1,0.1,13.11,11.52,Mefenoxam,8.315,32.41,25.655661832767667
25,16PR014C.1,Pythium vexans,1,2,0.1,12.27,12.01,Mefenoxam,8.14,32.41,25.115705029311947
25,16PR014C.1,Pythium vexans,1,3,0.1,14.83,13.36,Mefenoxam,10.094999999999999,32.41,31.14779389077445
25,16PR014C.1,Pythium vexans,1,1,0.5,9.3,9.33,Mefenoxam,5.315000000000001,32.41,16.399259487812408
25,16PR014C.1,Pythium vexans,1,2,0.5,9.72,9,Mefenoxam,5.359999999999999,32.41,16.538105522986733
25,16PR014C.1,Pythium vexans,1,3,0.5,11.6,10.16,Mefenoxam,6.879999999999999,32.41,21.22801604443073
25,16PR014C.1,Pythium vexans,1,1,1,8.72,9.32,Mefenoxam,5.02,32.41,15.48904659055847
25,16PR014C.1,Pythium vexans,1,2,1,10.54,9.19,Mefenoxam,5.864999999999998,32.41,18.096266584387532
25,16PR014C.1,Pythium vexans,1,3,1,10.26,9.79,Mefenoxam,6.024999999999999,32.41,18.589941376118478
25,16PR014C.1,Pythium vexans,1,1,10,6.11,5.97,Mefenoxam,2.04,32.41,6.294353594569578
25,16PR014C.1,Pythium vexans,1,2,10,11.63,11.89,Mefenoxam,7.760000000000002,32.41,23.94322739895095
25,16PR014C.1,Pythium vexans,1,3,10,9.33,10.05,Mefenoxam,5.690000000000001,32.41,17.556309780931816
25,16PR014C.1,Pythium vexans,2,1,0,39.54,40.89,Mefenoxam,36.215,35.31166666666667,102.55817246424695
25,16PR014C.1,Pythium vexans,2,2,0,39.21,40.3,Mefenoxam,35.754999999999995,35.31166666666667,101.255486855147
25,16PR014C.1,Pythium vexans,2,3,0,37.83,38.1,Mefenoxam,33.965,35.31166666666667,96.18634068060604
25,16PR014C.1,Pythium vexans,2,1,0.01,37.59,40.67,Mefenoxam,35.13,35.31166666666667,99.48553358191344
25,16PR014C.1,Pythium vexans,2,2,0.01,39.19,38.6,Mefenoxam,34.894999999999996,35.31166666666667,98.8200311511776
25,16PR014C.1,Pythium vexans,2,3,0.01,38.28,31.81,Mefenoxam,31.045,35.31166666666667,87.91711898805872
25,16PR014C.1,Pythium vexans,2,1,0.1,11.37,12,Mefenoxam,7.684999999999999,35.31166666666667,21.763345447680177
25,16PR014C.1,Pythium vexans,2,2,0.1,10.85,11.82,Mefenoxam,7.335000000000001,35.31166666666667,20.772171614669375
25,16PR014C.1,Pythium vexans,2,3,0.1,11.38,12.27,Mefenoxam,7.824999999999999,35.31166666666667,22.1598149808845
25,16PR014C.1,Pythium vexans,2,1,0.5,9.28,8.96,Mefenoxam,5.120000000000001,35.31166666666667,14.499457214329544
25,16PR014C.1,Pythium vexans,2,2,0.5,10.26,10,Mefenoxam,6.129999999999999,35.31166666666667,17.359701703875015
25,16PR014C.1,Pythium vexans,2,3,0.5,8.68,8.69,Mefenoxam,4.684999999999999,35.31166666666667,13.267569736158963
25,16PR014C.1,Pythium vexans,2,1,1,10.7,13.4,Mefenoxam,8.05,35.31166666666667,22.796998159248595
25,16PR014C.1,Pythium vexans,2,2,1,10.03,8.51,Mefenoxam,5.27,35.31166666666667,14.9242459999056
25,16PR014C.1,Pythium vexans,2,3,1,8.63,8.97,Mefenoxam,4.800000000000001,35.31166666666667,13.593241138433948
25,16PR014C.1,Pythium vexans,2,1,10,11.15,10.5,Mefenoxam,6.824999999999999,35.31166666666667,19.327889743710763
25,16PR014C.1,Pythium vexans,2,2,10,13.98,9.58,Mefenoxam,7.780000000000001,35.31166666666667,22.03237834521169
25,16PR014C.1,Pythium vexans,2,3,10,8.44,7.96,Mefenoxam,4.199999999999999,35.31166666666667,11.8940859961297
26,16PR015B.1,Pythium vexans,1,1,0,32.5,32.57,Mefenoxam,28.534999999999997,29.843333333333334,95.61599463866858
26,16PR015B.1,Pythium vexans,1,2,0,34.6,34.55,Mefenoxam,30.575000000000003,29.843333333333334,102.45169217022227
26,16PR015B.1,Pythium vexans,1,3,0,33.91,34.93,Mefenoxam,30.42,29.843333333333334,101.93231319110913
26,16PR015B.1,Pythium vexans,1,1,0.01,31.47,29.71,Mefenoxam,26.59,29.843333333333334,89.09862615882945
26,16PR015B.1,Pythium vexans,1,2,0.01,29.5,29.16,Mefenoxam,25.33,29.843333333333334,84.87657768345805
26,16PR015B.1,Pythium vexans,1,3,0.01,32.4,33.23,Mefenoxam,28.814999999999998,29.843333333333334,96.55422763319557
26,16PR015B.1,Pythium vexans,1,1,0.1,7.8,8.41,Mefenoxam,4.105,29.843333333333334,13.755165866190106
26,16PR015B.1,Pythium vexans,1,2,0.1,9.99,9.87,Mefenoxam,5.93,29.843333333333334,19.87043449123199
26,16PR015B.1,Pythium vexans,1,3,0.1,9.96,9.61,Mefenoxam,5.785,29.843333333333334,19.38456383335195
26,16PR015B.1,Pythium vexans,1,1,0.5,7.8,6.86,Mefenoxam,3.33,29.843333333333334,11.158270970624372
26,16PR015B.1,Pythium vexans,1,2,0.5,8.09,7.81,Mefenoxam,3.9499999999999993,29.843333333333334,13.235786887076955
26,16PR015B.1,Pythium vexans,1,3,0.5,8.05,8,Mefenoxam,4.025,29.843333333333334,13.487099296325255
26,16PR015B.1,Pythium vexans,1,1,1,6.66,6.45,Mefenoxam,2.5549999999999997,29.843333333333334,8.561376075058638
26,16PR015B.1,Pythium vexans,1,2,1,7.1,7.09,Mefenoxam,3.0949999999999998,29.843333333333334,10.370825421646375
26,16PR015B.1,Pythium vexans,1,3,1,8,7.59,Mefenoxam,3.795,29.843333333333334,12.716407907963811
26,16PR015B.1,Pythium vexans,1,1,10,5.87,5.3,Mefenoxam,1.585,29.843333333333334,5.311068915447336
26,16PR015B.1,Pythium vexans,1,2,10,10.64,11.22,Mefenoxam,6.93,29.843333333333334,23.22126661454261
26,16PR015B.1,Pythium vexans,1,3,10,6.11,7.24,Mefenoxam,2.6750000000000007,29.843333333333334,8.963475929855917
26,16PR015B.1,Pythium vexans,2,1,0,30.49,31.54,Mefenoxam,27.015,26.201666666666664,103.1041282361173
26,16PR015B.1,Pythium vexans,2,2,0,30.64,29.77,Mefenoxam,26.205,26.201666666666664,100.01272183703327
26,16PR015B.1,Pythium vexans,2,3,0,29.11,29.66,Mefenoxam,25.384999999999998,26.201666666666664,96.88314992684943
26,16PR015B.1,Pythium vexans,2,1,0.01,31.34,30.4,Mefenoxam,26.869999999999997,26.201666666666664,102.55072832517016
26,16PR015B.1,Pythium vexans,2,2,0.01,27.57,29.12,Mefenoxam,24.345,26.201666666666664,92.91393677246995
26,16PR015B.1,Pythium vexans,2,3,0.01,29.7,27.63,Mefenoxam,24.665,26.201666666666664,94.13523312766364
26,16PR015B.1,Pythium vexans,2,1,0.1,9.83,9.58,Mefenoxam,5.705,26.201666666666664,21.773424082437508
26,16PR015B.1,Pythium vexans,2,2,0.1,8.9,8.53,Mefenoxam,4.715,26.201666666666664,17.99503848355703
26,16PR015B.1,Pythium vexans,2,3,0.1,8.7,7.68,Mefenoxam,4.1899999999999995,26.201666666666664,15.991349150817378
26,16PR015B.1,Pythium vexans,2,1,0.5,10,10.04,Mefenoxam,6.02,26.201666666666664,22.97563768208129
26,16PR015B.1,Pythium vexans,2,2,0.5,9.75,9.6,Mefenoxam,5.675000000000001,26.201666666666664,21.6589275491381
26,16PR015B.1,Pythium vexans,2,3,0.5,9.91,9.98,Mefenoxam,5.945,26.201666666666664,22.689396348832773
26,16PR015B.1,Pythium vexans,2,1,1,7.54,7.29,Mefenoxam,3.415,26.201666666666664,13.033522040582662
26,16PR015B.1,Pythium vexans,2,2,1,6.29,7.55,Mefenoxam,2.92,26.201666666666664,11.14432924114242
26,16PR015B.1,Pythium vexans,2,3,1,7.14,7.85,Mefenoxam,3.494999999999999,26.201666666666664,13.33884612938108
26,16PR015B.1,Pythium vexans,2,1,10,7.9,7.44,Mefenoxam,3.67,26.201666666666664,14.006742573627633
26,16PR015B.1,Pythium vexans,2,2,10,6.99,7,Mefenoxam,2.995,26.201666666666664,11.430570574390943
26,16PR015B.1,Pythium vexans,2,3,10,6.98,7.01,Mefenoxam,2.995,26.201666666666664,11.430570574390943
27,17PR009B.2,Pythium acanthophoron,1,1,0,38.5,39.27,Mefenoxam,34.885000000000005,34.300000000000004,101.70553935860059
27,17PR009B.2,Pythium acanthophoron,1,2,0,38.52,38.5,Mefenoxam,34.510000000000005,34.300000000000004,100.61224489795919
27,17PR009B.2,Pythium acanthophoron,1,3,0,37.49,37.52,Mefenoxam,33.505,34.300000000000004,97.68221574344022
27,17PR009B.2,Pythium acanthophoron,1,1,0.01,35.25,35.99,Mefenoxam,31.620000000000005,34.300000000000004,92.18658892128279
27,17PR009B.2,Pythium acanthophoron,1,2,0.01,37.29,37.31,Mefenoxam,33.3,34.300000000000004,97.08454810495624
27,17PR009B.2,Pythium acanthophoron,1,3,0.01,35.58,37.1,Mefenoxam,32.34,34.300000000000004,94.28571428571428
27,17PR009B.2,Pythium acanthophoron,1,1,0.1,22.98,22.54,Mefenoxam,18.759999999999998,34.300000000000004,54.6938775510204
27,17PR009B.2,Pythium acanthophoron,1,2,0.1,24.27,24.29,Mefenoxam,20.28,34.300000000000004,59.12536443148687
27,17PR009B.2,Pythium acanthophoron,1,3,0.1,21.99,21.44,Mefenoxam,17.715,34.300000000000004,51.6472303206997
27,17PR009B.2,Pythium acanthophoron,1,1,0.5,13,12.48,Mefenoxam,8.74,34.300000000000004,25.481049562682212
27,17PR009B.2,Pythium acanthophoron,1,2,0.5,13.47,12.97,Mefenoxam,9.22,34.300000000000004,26.880466472303205
27,17PR009B.2,Pythium acanthophoron,1,3,0.5,13.4,13.34,Mefenoxam,9.370000000000001,34.300000000000004,27.31778425655977
27,17PR009B.2,Pythium acanthophoron,1,1,1,12.08,12.03,Mefenoxam,8.055,34.300000000000004,23.483965014577254
27,17PR009B.2,Pythium acanthophoron,1,2,1,14.3,11.07,Mefenoxam,8.685,34.300000000000004,25.320699708454807
27,17PR009B.2,Pythium acanthophoron,1,3,1,11.06,11.04,Mefenoxam,7.050000000000001,34.300000000000004,20.55393586005831
27,17PR009B.2,Pythium acanthophoron,1,1,10,10.06,9.04,Mefenoxam,5.550000000000001,34.300000000000004,16.18075801749271
27,17PR009B.2,Pythium acanthophoron,1,2,10,9.35,8.99,Mefenoxam,5.17,34.300000000000004,15.072886297376092
27,17PR009B.2,Pythium acanthophoron,1,3,10,10.21,9.46,Mefenoxam,5.835000000000001,34.300000000000004,17.011661807580175
27,17PR009B.2,Pythium acanthophoron,2,1,0,28.66,30.32,Mefenoxam,25.490000000000002,25.636666666666667,99.4279027434664
27,17PR009B.2,Pythium acanthophoron,2,2,0,29.76,28.72,Mefenoxam,25.240000000000002,25.636666666666667,98.4527369652841
27,17PR009B.2,Pythium acanthophoron,2,3,0,30.32,30.04,Mefenoxam,26.18,25.636666666666667,102.1193602912495
27,17PR009B.2,Pythium acanthophoron,2,1,0.01,28.47,28.06,Mefenoxam,24.265,25.636666666666667,94.64959043037317
27,17PR009B.2,Pythium acanthophoron,2,2,0.01,28.19,30.3,Mefenoxam,25.245,25.636666666666667,98.47224028084774
27,17PR009B.2,Pythium acanthophoron,2,3,0.01,28.2,27.82,Mefenoxam,24.009999999999998,25.636666666666667,93.65492133662721
27,17PR009B.2,Pythium acanthophoron,2,1,0.1,10.11,10.01,Mefenoxam,6.059999999999999,25.636666666666667,23.638018463138728
27,17PR009B.2,Pythium acanthophoron,2,2,0.1,10.16,10.18,Mefenoxam,6.17,25.636666666666667,24.06709140553894
27,17PR009B.2,Pythium acanthophoron,2,3,0.1,10.52,11.3,Mefenoxam,6.91,25.636666666666667,26.953582108958525
27,17PR009B.2,Pythium acanthophoron,2,1,0.5,6.47,5.46,Mefenoxam,1.9649999999999999,25.636666666666667,7.664803016512807
27,17PR009B.2,Pythium acanthophoron,2,2,0.5,6.69,5.2,Mefenoxam,1.9450000000000003,25.636666666666667,7.586789754258224
27,17PR009B.2,Pythium acanthophoron,2,3,0.5,4.48,5.47,Mefenoxam,0.9749999999999996,25.636666666666667,3.8031465349109332
27,17PR009B.2,Pythium acanthophoron,2,1,1,5.56,5.55,Mefenoxam,1.5549999999999997,25.636666666666667,6.065531140293849
27,17PR009B.2,Pythium acanthophoron,2,2,1,5.87,5.68,Mefenoxam,1.7750000000000004,25.636666666666667,6.923677025094268
27,17PR009B.2,Pythium acanthophoron,2,3,1,5.54,4.98,Mefenoxam,1.2599999999999998,25.636666666666667,4.914835522038746
27,17PR009B.2,Pythium acanthophoron,2,1,10,5.03,5.04,Mefenoxam,1.0350000000000001,25.636666666666667,4.037186321674685
27,17PR009B.2,Pythium acanthophoron,2,2,10,4.05,4.45,Mefenoxam,0.25,25.636666666666667,0.9751657781822911
27,17PR009B.2,Pythium acanthophoron,2,3,10,4.59,3.83,Mefenoxam,0.20999999999999996,25.636666666666667,0.8191392536731243
28,16PR010.1,Pythium irregulare,1,1,0,47.02,46.86,Mefenoxam,42.94,42.825,100.2685347343841
28,16PR010.1,Pythium irregulare,1,2,0,45.34,46.28,Mefenoxam,41.81,42.825,97.62988908347927
28,16PR010.1,Pythium irregulare,1,3,0,47.84,47.61,Mefenoxam,43.725,42.825,102.1015761821366
28,16PR010.1,Pythium irregulare,1,1,0.01,46.17,46.16,Mefenoxam,42.165,42.825,98.45884413309982
28,16PR010.1,Pythium irregulare,1,2,0.01,46.15,46.16,Mefenoxam,42.155,42.825,98.43549328663164
28,16PR010.1,Pythium irregulare,1,3,0.01,48.32,48.24,Mefenoxam,44.28,42.825,103.39754816112084
28,16PR010.1,Pythium irregulare,1,1,0.1,29.21,31.54,Mefenoxam,26.375,42.825,61.58785755983654
28,16PR010.1,Pythium irregulare,1,2,0.1,28.97,29.34,Mefenoxam,25.155,42.825,58.73905429071804
28,16PR010.1,Pythium irregulare,1,3,0.1,29.92,30.64,Mefenoxam,26.28,42.825,61.3660245183888
28,16PR010.1,Pythium irregulare,1,1,0.5,25.01,25,Mefenoxam,21.005000000000003,42.825,49.04845300642148
28,16PR010.1,Pythium irregulare,1,2,0.5,22.41,25.4,Mefenoxam,19.905,42.825,46.47985989492119
28,16PR010.1,Pythium irregulare,1,3,0.5,25.16,25.6,Mefenoxam,21.380000000000003,42.825,49.9241097489784
28,16PR010.1,Pythium irregulare,1,1,1,14.78,17.78,Mefenoxam,12.280000000000001,42.825,28.674839462930528
28,16PR010.1,Pythium irregulare,1,2,1,16.6,15.16,Mefenoxam,11.88,42.825,27.74080560420315
28,16PR010.1,Pythium irregulare,1,3,1,15.36,17.07,Mefenoxam,12.215,42.825,28.523058960887333
28,16PR010.1,Pythium irregulare,1,1,10,13.25,14.47,Mefenoxam,9.86,42.825,23.023934617629887
28,16PR010.1,Pythium irregulare,1,2,10,12.9,12.6,Mefenoxam,8.75,42.825,20.431990659661412
28,16PR010.1,Pythium irregulare,1,3,10,10.63,11.96,Mefenoxam,7.295000000000002,42.825,17.034442498540574
28,16PR010.1,Pythium irregulare,2,1,0,43.63,45.72,Mefenoxam,40.675,40.42833333333333,100.6101331574391
28,16PR010.1,Pythium irregulare,2,2,0,43.62,43.58,Mefenoxam,39.599999999999994,40.42833333333333,97.95110689697819
28,16PR010.1,Pythium irregulare,2,3,0,44.36,45.66,Mefenoxam,41.01,40.42833333333333,101.43875994558273
28,16PR010.1,Pythium irregulare,2,1,0.01,45.1,45.59,Mefenoxam,41.345,40.42833333333333,102.26738673372635
28,16PR010.1,Pythium irregulare,2,2,0.01,45.09,45.26,Mefenoxam,41.175,40.42833333333333,101.84688955765347
28,16PR010.1,Pythium irregulare,2,3,0.01,45.41,46.12,Mefenoxam,41.765,40.42833333333333,103.30626210990643
28,16PR010.1,Pythium irregulare,2,1,0.1,31.53,32.27,Mefenoxam,27.900000000000002,40.42833333333333,69.01100713196192
28,16PR010.1,Pythium irregulare,2,2,0.1,32.97,31.17,Mefenoxam,28.07,40.42833333333333,69.4315043080348
28,16PR010.1,Pythium irregulare,2,3,0.1,32.02,34.69,Mefenoxam,29.355000000000004,40.42833333333333,72.60996825658574
28,16PR010.1,Pythium irregulare,2,1,0.5,25.61,25.6,Mefenoxam,21.605,40.42833333333333,53.44024405326299
28,16PR010.1,Pythium irregulare,2,2,0.5,26.76,24.55,Mefenoxam,21.655,40.42833333333333,53.563919693284426
28,16PR010.1,Pythium irregulare,2,3,0.5,27.24,24.97,Mefenoxam,22.104999999999997,40.42833333333333,54.67700045347734
28,16PR010.1,Pythium irregulare,2,1,1,17.43,14.83,Mefenoxam,12.129999999999999,40.42833333333333,30.003710269200646
28,16PR010.1,Pythium irregulare,2,2,1,19.93,21.31,Mefenoxam,16.619999999999997,40.42833333333333,41.10978274312569
28,16PR010.1,Pythium irregulare,2,3,1,20.35,19.74,Mefenoxam,16.045,40.42833333333333,39.687512882879176
28,16PR010.1,Pythium irregulare,2,1,10,11.8,12.4,Mefenoxam,8.100000000000001,40.42833333333333,20.035453683472817
28,16PR010.1,Pythium irregulare,2,2,10,15.49,16.64,Mefenoxam,12.065000000000001,40.42833333333333,29.842931937172786
28,16PR010.1,Pythium irregulare,2,3,10,14.4,14.58,Mefenoxam,10.49,40.42833333333333,25.947149276497512
