isolate_number,isolate_id,species,run,rep,dose,a,b,fungicide
22,17PR013G.1,Pythium torulosum,2,2,5,34.93,34.59,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,3,5,35.59,35.37,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,1,10,30.99,31.66,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,2,10,28.85,28.84,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,3,10,31.59,30.81,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,1,50,26.99,25.85,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,2,50,24.86,24.1,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,3,50,26.21,26.13,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,1,100,15.72,15.33,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,2,100,15.56,15.34,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,3,100,16.4,15.4,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0,48.03,48.04,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0,47.44,47.47,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0,47.17,48.16,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0.1,42.25,42.71,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0.1,44.77,44.78,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0.1,45.47,46.56,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,1,34.29,34.28,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,1,37.38,37.38,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,1,36.65,36.66,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,5,13.32,11.423,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,5,14.26,12.89,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,5,13.92,14.28,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,10,9.56,9.55,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,10,13.92,10.47,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,10,12.69,13.2,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,50,6.21,5.56,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,50,8.17,8.16,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,50,7.17,7.2,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,100,8.2,4.42,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,100,5.95,5.52,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,100,5.54,5.81,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,0,45.63,46.17,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,0,46.7,46.75,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,0,48.09,48.35,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,0.1,43.54,43.55,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,0.1,42.71,42.72,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,0.1,44.05,44.03,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,1,38.8,37.96,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,1,34.84,34.8,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,1,34.03,33.77,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,5,17.23,16.29,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,5,20.55,23.09,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,5,18.6,18.7,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,10,11.28,9.28,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,10,10.47,8.92,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,10,10.07,10.6,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,50,7.42,9.08,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,50,8.86,10.66,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,50,7.69,7.61,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,100,5.6,4.36,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,100,5.94,6.56,Ethaboxam
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,100,5.78,5.45,Ethaboxam
25,16PR014C.1,Pythium vexans,1,1,0,40.18,40.23,Ethaboxam
25,16PR014C.1,Pythium vexans,1,2,0,42.98,39.46,Ethaboxam
25,16PR014C.1,Pythium vexans,1,3,0,39.2,38.71,Ethaboxam
25,16PR014C.1,Pythium vexans,1,1,0.1,36.25,36.24,Ethaboxam
25,16PR014C.1,Pythium vexans,1,2,0.1,38.39,38.03,Ethaboxam
25,16PR014C.1,Pythium vexans,1,3,0.1,33.59,33.74,Ethaboxam
25,16PR014C.1,Pythium vexans,1,1,1,26.77,28.46,Ethaboxam
25,16PR014C.1,Pythium vexans,1,2,1,30.58,30.6,Ethaboxam
25,16PR014C.1,Pythium vexans,1,3,1,27.22,26.65,Ethaboxam
25,16PR014C.1,Pythium vexans,1,1,5,20.07,19.73,Ethaboxam
25,16PR014C.1,Pythium vexans,1,2,5,18.84,18.06,Ethaboxam
25,16PR014C.1,Pythium vexans,1,3,5,15.21,14.55,Ethaboxam
25,16PR014C.1,Pythium vexans,1,1,10,87.71,6.49,Ethaboxam
25,16PR014C.1,Pythium vexans,1,2,10,13.55,11.86,Ethaboxam
25,16PR014C.1,Pythium vexans,1,3,10,10.36,10.35,Ethaboxam
25,16PR014C.1,Pythium vexans,1,1,50,10.13,9.08,Ethaboxam
25,16PR014C.1,Pythium vexans,1,2,50,6.74,7.95,Ethaboxam
25,16PR014C.1,Pythium vexans,1,3,50,7.15,7.16,Ethaboxam
25,16PR014C.1,Pythium vexans,1,1,100,4,5.58,Ethaboxam
25,16PR014C.1,Pythium vexans,1,2,100,4.11,5.31,Ethaboxam
25,16PR014C.1,Pythium vexans,1,3,100,5.48,5.05,Ethaboxam
25,16PR014C.1,Pythium vexans,2,1,0,44.94,44.1,Ethaboxam
25,16PR014C.1,Pythium vexans,2,2,0,42.79,42.33,Ethaboxam
25,16PR014C.1,Pythium vexans,2,3,0,40.52,41.17,Ethaboxam
25,16PR014C.1,Pythium vexans,2,1,0.1,43.09,42.51,Ethaboxam
25,16PR014C.1,Pythium vexans,2,2,0.1,38.12,38.11,Ethaboxam
25,16PR014C.1,Pythium vexans,2,3,0.1,36.17,37.93,Ethaboxam
25,16PR014C.1,Pythium vexans,2,1,1,32.7,31.71,Ethaboxam
25,16PR014C.1,Pythium vexans,2,2,1,29.69,29.56,Ethaboxam
25,16PR014C.1,Pythium vexans,2,3,1,31.51,29.94,Ethaboxam
25,16PR014C.1,Pythium vexans,2,1,5,22.09,22.77,Ethaboxam
25,16PR014C.1,Pythium vexans,2,2,5,19.73,19.6,Ethaboxam
25,16PR014C.1,Pythium vexans,2,3,5,19.8,19.61,Ethaboxam
25,16PR014C.1,Pythium vexans,2,1,10,17.88,16.97,Ethaboxam
25,16PR014C.1,Pythium vexans,2,2,10,16.63,15.95,Ethaboxam
25,16PR014C.1,Pythium vexans,2,3,10,13.88,13.31,Ethaboxam
25,16PR014C.1,Pythium vexans,2,1,50,6.6,8.45,Ethaboxam
25,16PR014C.1,Pythium vexans,2,2,50,8.47,8.4,Ethaboxam
25,16PR014C.1,Pythium vexans,2,3,50,6.33,5.48,Ethaboxam
25,16PR014C.1,Pythium vexans,2,1,100,4.54,5.2,Ethaboxam
25,16PR014C.1,Pythium vexans,2,2,100,4.25,5.41,Ethaboxam
25,16PR014C.1,Pythium vexans,2,3,100,4.98,5.01,Ethaboxam
26,16PR015B.1,Pythium vexans,1,1,0,36.37,36.39,Ethaboxam
26,16PR015B.1,Pythium vexans,1,2,0,36.52,36.53,Ethaboxam
26,16PR015B.1,Pythium vexans,1,3,0,35.73,35.51,Ethaboxam
26,16PR015B.1,Pythium vexans,1,1,0.1,32.52,32.27,Ethaboxam
26,16PR015B.1,Pythium vexans,1,2,0.1,33.75,33.34,Ethaboxam
26,16PR015B.1,Pythium vexans,1,3,0.1,30.06,30.09,Ethaboxam
26,16PR015B.1,Pythium vexans,1,1,1,17.6,17.58,Ethaboxam
26,16PR015B.1,Pythium vexans,1,2,1,22.89,22.9,Ethaboxam
26,16PR015B.1,Pythium vexans,1,3,1,24.18,22.79,Ethaboxam
26,16PR015B.1,Pythium vexans,1,1,5,10.22,10.91,Ethaboxam
26,16PR015B.1,Pythium vexans,1,2,5,8.84,8,Ethaboxam
26,16PR015B.1,Pythium vexans,1,3,5,NA,NA,Ethaboxam
26,16PR015B.1,Pythium vexans,1,1,10,7.36,6.95,Ethaboxam
26,16PR015B.1,Pythium vexans,1,2,10,5.91,5.47,Ethaboxam
26,16PR015B.1,Pythium vexans,1,3,10,7.2,6.13,Ethaboxam
26,16PR015B.1,Pythium vexans,1,1,50,5.02,4.45,Ethaboxam
26,16PR015B.1,Pythium vexans,1,2,50,4.8,4.85,Ethaboxam
26,16PR015B.1,Pythium vexans,1,3,50,4.6,5.13,Ethaboxam
26,16PR015B.1,Pythium vexans,1,1,100,0,0,Ethaboxam
26,16PR015B.1,Pythium vexans,1,2,100,0,0,Ethaboxam
26,16PR015B.1,Pythium vexans,1,3,100,0,0,Ethaboxam
26,16PR015B.1,Pythium vexans,2,1,0,31.77,30.69,Ethaboxam
26,16PR015B.1,Pythium vexans,2,2,0,29.07,30.05,Ethaboxam
26,16PR015B.1,Pythium vexans,2,3,0,32.09,31.73,Ethaboxam
26,16PR015B.1,Pythium vexans,2,1,0.1,29.13,29.14,Ethaboxam
26,16PR015B.1,Pythium vexans,2,2,0.1,29.15,27.24,Ethaboxam
26,16PR015B.1,Pythium vexans,2,3,0.1,27.8,27.6,Ethaboxam
26,16PR015B.1,Pythium vexans,2,1,1,17.38,18.88,Ethaboxam
26,16PR015B.1,Pythium vexans,2,2,1,19.77,17.37,Ethaboxam
26,16PR015B.1,Pythium vexans,2,3,1,16.08,18,Ethaboxam
26,16PR015B.1,Pythium vexans,2,1,5,11.01,9.24,Ethaboxam
26,16PR015B.1,Pythium vexans,2,2,5,12.41,10.18,Ethaboxam
26,16PR015B.1,Pythium vexans,2,3,5,10.2,12.55,Ethaboxam
26,16PR015B.1,Pythium vexans,2,1,10,5.87,5.86,Ethaboxam
26,16PR015B.1,Pythium vexans,2,2,10,7.76,6.67,Ethaboxam
26,16PR015B.1,Pythium vexans,2,3,10,6.5,6.45,Ethaboxam
26,16PR015B.1,Pythium vexans,2,1,50,5.07,4.36,Ethaboxam
26,16PR015B.1,Pythium vexans,2,2,50,4.25,4.25,Ethaboxam
26,16PR015B.1,Pythium vexans,2,3,50,3.86,3.84,Ethaboxam
26,16PR015B.1,Pythium vexans,2,1,100,0,0,Ethaboxam
26,16PR015B.1,Pythium vexans,2,2,100,0,0,Ethaboxam
26,16PR015B.1,Pythium vexans,2,3,100,0,0,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,1,0,38.99,38,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,2,0,38.77,38.03,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,3,0,37.63,37.93,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,1,0.1,23.05,21.49,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,2,0.1,20.45,19.05,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,3,0.1,19.67,20.8,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,1,1,13.91,13.94,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,2,1,13.91,13.59,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,3,1,14.88,14.4,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,1,5,13.43,11.27,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,2,5,11.2,12.48,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,3,5,8.81,8.83,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,1,10,9.21,8.7,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,2,10,11.01,11,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,3,10,11,11.45,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,1,50,10.48,11.25,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,2,50,9.66,10.91,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,3,50,10.3,8.8,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,1,100,0,0,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,2,100,0,0,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,1,3,100,0,0,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,1,0,49.51,48,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,2,0,44.67,45.51,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,3,0,48.19,48.22,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,1,0.1,27.57,27.54,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,2,0.1,18.07,18.08,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,3,0.1,15.79,15.72,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,1,1,15.41,14.22,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,2,1,10.45,10.38,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,3,1,13.99,12.32,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,1,5,14.54,13.45,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,2,5,8.22,7.06,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,3,5,10.36,8.12,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,1,10,7.4,7.5,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,2,10,8.3,6.74,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,3,10,8.79,7.25,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,1,50,7.41,7.03,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,2,50,6.54,6.09,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,3,50,6.43,6.13,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,1,100,0,0,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,2,100,0,0,Ethaboxam
27,17PR009B.2,Pythium acanthophoron,2,3,100,0,0,Ethaboxam
28,16PR010.1,Pythium irregulare,1,1,0,47.31,47.32,Ethaboxam
28,16PR010.1,Pythium irregulare,1,2,0,47.29,47.2,Ethaboxam
28,16PR010.1,Pythium irregulare,1,3,0,44.02,45.01,Ethaboxam
28,16PR010.1,Pythium irregulare,1,1,0.1,36.14,37.57,Ethaboxam
28,16PR010.1,Pythium irregulare,1,2,0.1,35.89,37.2,Ethaboxam
28,16PR010.1,Pythium irregulare,1,3,0.1,36.8,35.34,Ethaboxam
28,16PR010.1,Pythium irregulare,1,1,1,23.08,24.92,Ethaboxam
28,16PR010.1,Pythium irregulare,1,2,1,22.44,23.78,Ethaboxam
28,16PR010.1,Pythium irregulare,1,3,1,24.78,21.82,Ethaboxam
28,16PR010.1,Pythium irregulare,1,1,5,11.12,10.59,Ethaboxam
28,16PR010.1,Pythium irregulare,1,2,5,11.32,13.36,Ethaboxam
28,16PR010.1,Pythium irregulare,1,3,5,13.43,12.62,Ethaboxam
28,16PR010.1,Pythium irregulare,1,1,10,10.49,10.9,Ethaboxam
28,16PR010.1,Pythium irregulare,1,2,10,8.54,8.24,Ethaboxam
28,16PR010.1,Pythium irregulare,1,3,10,8.9,9.53,Ethaboxam
28,16PR010.1,Pythium irregulare,1,1,50,6.36,6.39,Ethaboxam
28,16PR010.1,Pythium irregulare,1,2,50,7.6,6.6,Ethaboxam
28,16PR010.1,Pythium irregulare,1,3,50,6.96,6.9,Ethaboxam
28,16PR010.1,Pythium irregulare,1,1,100,0,0,Ethaboxam
28,16PR010.1,Pythium irregulare,1,2,100,0,0,Ethaboxam
28,16PR010.1,Pythium irregulare,1,3,100,0,0,Ethaboxam
28,16PR010.1,Pythium irregulare,2,1,0,47.28,47.27,Ethaboxam
28,16PR010.1,Pythium irregulare,2,2,0,48.63,48.61,Ethaboxam
28,16PR010.1,Pythium irregulare,2,3,0,48.55,49.31,Ethaboxam
28,16PR010.1,Pythium irregulare,2,1,0.1,34.72,37.5,Ethaboxam
28,16PR010.1,Pythium irregulare,2,2,0.1,39.81,37.93,Ethaboxam
28,16PR010.1,Pythium irregulare,2,3,0.1,41.09,40.19,Ethaboxam
28,16PR010.1,Pythium irregulare,2,1,1,24.63,24.6,Ethaboxam
28,16PR010.1,Pythium irregulare,2,2,1,24.47,24.49,Ethaboxam
28,16PR010.1,Pythium irregulare,2,3,1,23.65,21,Ethaboxam
28,16PR010.1,Pythium irregulare,2,1,5,15.36,10.78,Ethaboxam
28,16PR010.1,Pythium irregulare,2,2,5,12.9,11.99,Ethaboxam
28,16PR010.1,Pythium irregulare,2,3,5,14.35,11.45,Ethaboxam
28,16PR010.1,Pythium irregulare,2,1,10,9.72,11.9,Ethaboxam
28,16PR010.1,Pythium irregulare,2,2,10,10.89,9.75,Ethaboxam
28,16PR010.1,Pythium irregulare,2,3,10,8.4,8.61,Ethaboxam
28,16PR010.1,Pythium irregulare,2,1,50,8.9,8.2,Ethaboxam
28,16PR010.1,Pythium irregulare,2,2,50,7.12,8.39,Ethaboxam
28,16PR010.1,Pythium irregulare,2,3,50,6.06,6.88,Ethaboxam
28,16PR010.1,Pythium irregulare,2,1,100,0,0,Ethaboxam
28,16PR010.1,Pythium irregulare,2,2,100,0,0,Ethaboxam
28,16PR010.1,Pythium irregulare,2,3,100,0,0,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,1,0,44.62,43.4,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,2,0,43.38,43.38,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,3,0,42.64,41.12,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,1,0.01,42.6,42.8,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,2,0.01,44,44.06,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,3,0.01,44.6,44.4,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,1,0.1,44.42,43.52,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,2,0.1,42.14,43.42,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,3,0.1,43,41.12,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,1,0.5,22.59,18.86,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,2,0.5,20.65,19.93,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,3,0.5,20.73,20.41,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,1,1,14.6,14.74,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,2,1,15.28,15.36,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,3,1,17.060000000000002,15.38,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,1,10,4.7,7.34,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,2,10,6.24,6.82,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,3,10,6.82,5.32,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,1,0,36.22,36.53,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,2,0,36.07,36.27,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,3,0,41.89,38.28,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,1,0.01,37.97,35.31,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,2,0.01,37.9,38.19,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,3,0.01,43.81,43.2,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,1,0.1,38.34,35.45,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,2,0.1,32.56,31.4,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,3,0.1,38.67,38.93,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,1,0.5,16.1,15.3,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,2,0.5,17.09,17.08,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,3,0.5,24.88,23.68,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,1,1,8.15,9.96,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,2,1,10.99,11.02,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,3,1,16.68,12.7,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,1,10,6.29,4.14,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,2,10,5.45,6.98,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,2,3,10,5.11,5.09,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,1,0,40.42,37.52,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,2,0,43.52,42.16,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,3,0,38.48,38.76,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,1,0.01,44,44.02,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,2,0.01,43.98,44.2,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,3,0.01,43.74,44.5,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,1,0.1,39.28,39.3,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,2,0.1,39.58,39.6,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,3,0.1,39.28,37.58,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,1,0.5,19.16,21.15,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,2,0.5,19.01,17.87,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,3,0.5,22.57,24.31,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,1,1,17.2,17.259999999999998,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,2,1,17.48,17.92,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,3,1,19.86,19.82,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,1,10,6.16,6.14,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,2,10,6.28,6.28,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,1,3,10,11.16,8.26,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,1,0,36.22,36.53,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,2,0,36.07,36.27,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,3,0,41.89,38.28,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,1,0.01,37.97,35.31,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,2,0.01,37.9,38.19,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,3,0.01,43.81,43.2,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,1,0.1,38.34,35.45,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,2,0.1,32.56,31.4,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,3,0.1,38.67,38.93,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,1,0.5,16.1,15.3,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,2,0.5,17.09,17.08,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,3,0.5,24.88,23.68,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,1,1,8.15,9.96,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,2,1,10.99,11.02,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,3,1,16.68,12.7,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,1,10,6.29,4.14,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,2,10,5.45,6.98,Metalaxyl
18,17PR011G.1,Pythium aphanidermatum,2,3,10,5.11,5.09,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,1,0,43.98,39.08,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,2,0,41.88,42.08,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,3,0,39.5,39.4,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,1,0.01,45.98,45.78,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,2,0.01,46.2,45.96,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,3,0.01,46.08,46,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,1,0.1,37.7,37.66,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,2,0.1,37.7,38.9,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,3,0.1,39.14,39,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,1,0.5,21.48,22.64,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,2,0.5,19.06,19.04,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,3,0.5,20.68,17.46,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,1,1,10.84,10.41,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,2,1,13.45,13.93,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,3,1,13.17,13.55,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,1,10,10.64,10.66,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,2,10,6.3,6.32,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,1,3,10,6.32,6.34,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,1,0,37.89,38.78,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,2,0,41.61,40.97,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,3,0,40.44,41.14,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,1,0.01,42.12,42.95,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,2,0.01,42.2,42.11,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,3,0.01,42.51,42.5,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,1,0.1,37.83,37.85,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,2,0.1,40.54,40.53,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,3,0.1,37.95,39.13,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,1,0.5,18.51,19.57,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,2,0.5,24.83,24.81,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,3,0.5,21.37,20.94,Metalaxyl
