isolate_number,isolate_id,species,run,rep,dose,a,b,fungicide
26,16PR015B.1,Pythium vexans,2,3,0.01,39.01,40.84,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,1,0.1,34.22,35.32,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,2,0.1,34.95,34.1,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,3,0.1,36.57,35.08,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,1,0.5,31.04,33.07,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,2,0.5,35.64,34.61,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,3,0.5,33.09,33.8,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,1,1,32.17,32.2,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,2,1,33.04,33.7,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,3,1,32.89,32.73,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,1,10,25.95,25.9,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,2,10,27.8,28.11,Azoxystrobin
26,16PR015B.1,Pythium vexans,2,3,10,26.64,27.59,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,1,0,35.22,35.26,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,2,0,36.42,34.76,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,3,0,34.82,34.89,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,1,0.01,34.79,36.2,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,2,0.01,33.19,34.82,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,3,0.01,34.05,34.8,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,1,0.1,28.07,28.43,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,2,0.1,28.21,28.16,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,3,0.1,26.97,27.63,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,1,0.5,13.59,15.4,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,2,0.5,15.17,17.04,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,3,0.5,13.47,13.46,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,1,1,8.71,8.81,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,2,1,9.13,10.95,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,3,1,8.37,8.4,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,1,10,0,0,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,2,10,0,0,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,1,3,10,0,0,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,1,0,48.05,48,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,2,0,46.97,46.59,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,3,0,46.49,48.57,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,1,0.01,47.77,47.76,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,2,0.01,49.21,49.05,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,3,0.01,47.3,47.31,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,1,0.1,34.19,34.28,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,2,0.1,35.54,36.66,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,3,0.1,19.9,19.93,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,1,0.5,21.15,21.2,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,2,0.5,20.13,20.15,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,3,0.5,37.7,34.72,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,1,1,14.71,18.87,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,2,1,13.79,16.86,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,3,1,16.9,16.97,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,1,10,6.74,5,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,2,10,7.15,7.12,Azoxystrobin
27,17PR009B.2,Pythium acanthophoron,2,3,10,8.31,7.54,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,1,0,37.87,40.61,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,2,0,39.03,38.77,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,3,0,38.45,39.76,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,1,0.01,37.44,37.19,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,2,0.01,38.65,37.52,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,3,0.01,39.4,38.02,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,1,0.1,35.41,34.93,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,2,0.1,34.28,34.88,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,3,0.1,34.62,36.64,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,1,0.5,29.37,27.75,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,2,0.5,28.83,28.46,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,3,0.5,29.33,28.6,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,1,1,27.09,26.26,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,2,1,28.65,24.83,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,3,1,26.26,25.63,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,1,10,18.08,16.2,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,2,10,14.68,15.68,Azoxystrobin
28,16PR010.1,Pythium irregulare,1,3,10,15.59,15.61,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,1,0,40.07,39.79,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,2,0,39.26,38.66,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,3,0,39.63,39.32,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,1,0.01,37.97,39.14,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,2,0.01,37.74,37.75,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,3,0.01,35.95,37.48,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,1,0.1,33.36,35.54,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,2,0.1,34.98,35.72,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,3,0.1,35.95,35.6,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,1,0.5,30.63,30.64,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,2,0.5,30.37,30.36,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,3,0.5,30.89,30.92,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,1,1,28.43,27.57,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,2,1,26.24,27.73,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,3,1,26.87,26.57,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,1,10,20.87,19.89,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,2,10,21.23,20.43,Azoxystrobin
28,16PR010.1,Pythium irregulare,2,3,10,17.74,23.28,Azoxystrobin
17,17PR004J.1,Pythium aphanidermatum,1,1,0,39.62,40.69,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,2,0,40.72,43.63,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,3,0,41.8,43.51,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,1,0.1,38.98,35.33,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,2,0.1,39.71,40.02,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,3,0.1,40.54,41.57,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,1,1,39.15,39.74,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,2,1,39.71,40.09,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,3,1,39.36,36.74,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,1,5,42.22,41.71,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,2,5,39.83,37.56,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,3,5,40.89,40.52,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,1,10,41.45,42.91,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,2,10,42.86,40.67,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,3,10,41.7,40.47,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,1,50,42.67,43,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,2,50,43.4,43.2,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,3,50,45,44,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,1,100,31.77,33.15,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,2,100,32.03,33.32,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,1,3,100,34.4,33.39,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,1,0,42.6,42.62,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,2,0,46.71,45.45,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,3,0,40.23,40.25,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,1,0.1,43.81,43.77,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,2,0.1,42.42,38.4,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,3,0.1,47.51,47,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,1,1,40.67,38.9,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,2,1,48.4,48.41,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,3,1,43.95,43.9,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,1,5,44.28,41.2,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,2,5,42.02,41.71,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,3,5,43.9,43.27,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,1,10,42.22,44.42,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,2,10,43.47,43.72,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,3,10,46.03,46,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,1,50,45.55,46.13,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,2,50,41.05,41.04,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,3,50,40.95,40.96,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,1,100,28.74,28.98,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,2,100,31.21,32.21,Ethaboxam
17,17PR004J.1,Pythium aphanidermatum,2,3,100,29.3,29.8,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,1,0,44.91,47.48,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,2,0,45.53,45.74,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,3,0,46.22,44.99,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,1,0.1,43.95,47.27,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,2,0.1,42.91,42.44,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,3,0.1,42.45,41.47,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,1,1,43.56,45.86,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,2,1,NA,NA,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,3,1,NA,NA,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,1,5,41.7,44.62,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,2,5,NA,NA,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,3,5,NA,NA,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,1,10,35.73,39.96,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,2,10,36.85,33.48,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,3,10,NA,NA,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,1,50,35.27,36.83,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,2,50,33.24,32.62,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,3,50,35.16,35.14,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,1,100,35.47,35.49,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,2,100,38.01,38.2,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,1,3,100,31.21,31.45,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,1,0,45.28,45.28,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,2,0,46.74,46.73,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,3,0,47,46.63,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,1,0.1,41.57,41.35,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,2,0.1,42.29,42.27,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,3,0.1,41.4,41.39,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,1,1,40.55,40.7,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,2,1,46.88,42.27,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,3,1,46.06,45.92,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,1,5,40.37,44.45,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,2,5,42.24,41.72,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,3,5,47.04,47.03,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,1,10,44.54,43.6,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,2,10,43,42.7,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,3,10,46.05,43.61,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,1,50,42.53,42.83,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,2,50,42.3,41.33,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,3,50,44.02,42.98,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,1,100,37,37.33,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,2,100,30.31,31.54,Ethaboxam
18,17PR011G.1,Pythium aphanidermatum,2,3,100,35.19,33.51,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,1,0,40.05,39.37,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,2,0,40.03,42.22,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,3,0,42.3,41.11,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,1,0.1,39.55,37.67,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,2,0.1,39.53,40.35,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,3,0.1,38.55,37.83,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,1,1,39.85,37.61,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,2,1,40.35,40.34,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,3,1,39.95,38.71,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,1,5,40.33,40.37,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,2,5,39.77,41,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,3,5,38.4,38.7,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,1,10,42.15,38.44,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,2,10,38.32,37.8,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,3,10,39.4,39.95,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,1,50,38.8,37.76,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,2,50,41.32,40.32,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,3,50,33.43,36.44,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,1,100,35.01,35.46,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,2,100,33.1,30.91,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,1,3,100,34.15,35.02,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,1,0,41.41,40.39,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,2,0,42.82,41.25,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,3,0,45.21,45.22,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,1,0.1,39.75,39.7,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,2,0.1,40.92,42.56,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,3,0.1,45.99,46,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,1,1,42.49,42.2,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,2,1,42.25,40.65,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,3,1,42.53,44.58,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,1,5,40.94,40.2,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,2,5,45.43,45.22,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,3,5,43.62,42.5,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,1,10,45.15,45.11,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,2,10,45.44,45.44,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,3,10,44.39,44.39,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,1,50,44.05,44.05,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,2,50,45.45,45.43,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,3,50,48.09,48,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,1,100,35.26,34.97,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,2,100,34.75,33.66,Ethaboxam
19,17PR011J.1,Pythium aphanidermatum,2,3,100,31.1,32.36,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,1,0,38.72,39.78,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,2,0,42.2,41.9,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,3,0,42.72,40.84,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,1,0.1,37.26,37.25,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,2,0.1,41.91,42.62,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,3,0.1,38.71,38.72,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,1,1,38.29,43.23,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,2,1,43.83,43.42,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,3,1,39.96,39.61,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,1,5,33.37,32.88,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,2,5,42,42.22,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,3,5,32.84,35,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,1,10,32.68,31.51,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,2,10,36.62,34.24,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,3,10,29.85,31.81,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,1,50,28.03,27.44,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,2,50,28,25.62,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,3,50,23.63,26.6,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,1,100,9.99,10.01,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,2,100,10,11.84,Ethaboxam
20,16PR008B.1,Pythium torulosum,1,3,100,11.68,8.85,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,1,0,38.08,39.1,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,2,0,36.23,36.24,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,3,0,35.38,36.81,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,1,0.1,36.88,34.41,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,2,0.1,36.1,34.55,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,3,0.1,38.06,39.6,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,1,1,35.27,35.28,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,2,1,34.28,36.77,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,3,1,37.74,38.73,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,1,5,31.5,31.88,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,2,5,31.51,30.76,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,3,5,35.95,31.25,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,1,10,30.1,29.21,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,2,10,27.48,28.34,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,3,10,28.87,28.3,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,1,50,23.99,23.61,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,2,50,23.19,22.41,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,3,50,21.58,22.91,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,1,100,14.98,14.57,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,2,100,14.47,14.49,Ethaboxam
20,16PR008B.1,Pythium torulosum,2,3,100,15.37,15.37,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,1,0,43.44,43.19,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,2,0,44.29,44.35,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,3,0,44.71,44.72,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,1,0.1,44.73,44.73,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,2,0.1,40.81,39.72,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,3,0.1,37.24,38.56,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,1,1,38.1,38.6,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,2,1,45.89,46.63,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,3,1,43.48,43.49,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,1,5,42.28,42.29,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,2,5,33.21,33.22,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,3,5,33.12,32.76,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,1,10,39.1,37.92,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,2,10,27.46,26.09,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,3,10,35.4,34.6,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,1,50,29.98,30.8,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,2,50,24.41,23.61,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,3,50,23.61,22.68,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,1,100,8.7,7.86,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,2,100,7.13,7.11,Ethaboxam
21,17PR008H.2,Pythium torulosum,1,3,100,8.11,7.62,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,1,0,41.38,41.67,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,2,0,47.82,45.21,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,3,0,16.25,46.24,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,1,0.1,45.19,45.25,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,2,0.1,44.41,45.11,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,3,0.1,45.44,46.37,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,1,1,25.37,26.93,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,2,1,37.5,40.28,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,3,1,27.06,23.69,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,1,5,12.18,12.2,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,2,5,25.6,25.57,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,3,5,12.6,12.45,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,1,10,7.48,7.49,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,2,10,14.75,14.77,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,3,10,7.91,8.37,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,1,50,7.6,7.65,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,2,50,13.18,13.09,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,3,50,9.64,8.44,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,1,100,7.9,7.85,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,2,100,8.4,7.12,Ethaboxam
21,17PR008H.2,Pythium torulosum,2,3,100,6.98,7.45,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,1,0,39.75,37.8,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,2,0,40.55,41.09,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,3,0,39.79,39.77,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,1,0.1,38.02,38.65,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,2,0.1,39.33,38.91,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,3,0.1,36.46,36.8,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,1,1,40.5,40.5,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,2,1,41.05,42.71,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,3,1,36.44,36.28,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,1,5,33.54,34.09,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,2,5,35.54,36.48,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,3,5,34.22,31.27,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,1,10,34.72,34.32,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,2,10,33.16,32.91,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,3,10,32.45,32.36,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,1,50,37.22,36.01,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,2,50,28.35,28.36,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,3,50,25.5,24.071,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,1,100,14.32,15.73,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,2,100,12.05,12.95,Ethaboxam
22,17PR013G.1,Pythium torulosum,1,3,100,14.2,14.21,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,1,0,37.83,42.11,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,2,0,38.49,37.02,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,3,0,37.24,37.22,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,1,0.1,37.93,38.87,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,2,0.1,35.04,34.47,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,3,0.1,38.52,38.94,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,1,1,38,42,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,2,1,34.87,35.48,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,3,1,35.76,34.9,Ethaboxam
22,17PR013G.1,Pythium torulosum,2,1,5,37.47,39.48,Ethaboxam
